institution_id,institution_name,course_id,course_name,foe1_broad_field,foe1_narrow_field,foe1_detailed_field,course_level,course_duration,tuition_fee,non_tuition_fee,total_course_cost
00917K,Western Sydney University,105595F,Graduate Certificate in Big Data,02 - Information Technology,0203 - Information Systems,020307 - Decision Support Systems,Graduate Certificate,26,18344.0,150.0,18494.0
00917K,Western Sydney University,105744J,Bachelor of Communication/Bachelor of Laws,09 - Society and Culture,0909 - Law,"090999 - Law, n.e.c.",Bachelor Degree,260,169800.0,1500.0,171300.0
00917K,Western Sydney University,105990F,Bachelor of Applied Data Science,01 - Natural and Physical Sciences,0101 - Mathematical Sciences,010103 - Statistics,Bachelor Degree,260,107160.0,1500.0,108660.0
00917K,Western Sydney University,106079G,Graduate Certificate in User Experience,02 - Information Technology,0299 - Other Information Technology,"029999 - Information Technology, n.e.c.",Graduate Certificate,26,18344.0,150.0,18494.0
00917K,Western Sydney University,106080C,Bachelor of Psychology (Honours),09 - Society and Culture,0907 - Behavioural Science,090701 - Psychology,Bachelor Honours Degree,208,131936.0,1200.0,133136.0
00917K,Western Sydney University,106434D,Master of Applied Neuromorphic Engineering,03 - Engineering and Related Technologies,0313 - Electrical and Electronic Engineering and Technology,"031300 - Electrical and Electronic Engineering and Technology, n.f.d.",Masters Degree (Coursework),78,55032.0,600.0,55632.0
00917K,Western Sydney University,106435C,Master of Neuromorphic Engineering,03 - Engineering and Related Technologies,0313 - Electrical and Electronic Engineering and Technology,"031300 - Electrical and Electronic Engineering and Technology, n.f.d.",Masters Degree (Coursework),104,73376.0,450.0,73826.0
00917K,Western Sydney University,106436B,Graduate Diploma in Neuromorphic Engineering (exit only),03 - Engineering and Related Technologies,0313 - Electrical and Electronic Engineering and Technology,"031300 - Electrical and Electronic Engineering and Technology, n.f.d.",Graduate Diploma,52,36688.0,300.0,36988.0
00917K,Western Sydney University,106437A,Graduate Certificate in Neuromorphic Engineering (exit only),03 - Engineering and Related Technologies,0313 - Electrical and Electronic Engineering and Technology,"031300 - Electrical and Electronic Engineering and Technology, n.f.d.",Graduate Certificate,26,18344.0,150.0,18494.0
00917K,Western Sydney University,107228B,Bachelor of Construction Management Advanced (Honours),04 - Architecture and Building,0403 - Building,"040300 - Building, n.f.d.",Bachelor Honours Degree,182,145696.0,1050.0,146746.0
00917K,Western Sydney University,107229A,Bachelor of Psychological and Social Sciences,09 - Society and Culture,0907 - Behavioural Science,090701 - Psychology,Bachelor Degree,156,98952.0,900.0,99852.0
00917K,Western Sydney University,107230H,"Graduate Certificate in Researcher Engagement, Development and Impact",09 - Society and Culture,0903 - Studies in Human Society,"090300 - Studies in Human Society, n.f.d.",Graduate Certificate,78,8508.0,450.0,8958.0
00917K,Western Sydney University,107232F,Bachelor of Psychological Science (Honours),09 - Society and Culture,0907 - Behavioural Science,090701 - Psychology,Bachelor Honours Degree,52,32984.0,300.0,33284.0
00917K,Western Sydney University,107741G,Bachelor of Creative Leadership,03 - Engineering and Related Technologies,0399 - Other Engineering and Related Technologies,"039900 - Engineering and Related Technologies, n.f.d.",Bachelor Degree,156,95784.0,900.0,96684.0
00917K,Western Sydney University,107742F,Bachelor of Paramedicine,06 - Health,0699 - Other Health,069905 - Paramedical Studies,Bachelor Degree,156,112464.0,900.0,113364.0
00917K,Western Sydney University,107743E,Bachelor of Industrial Design (Honours),10 - Creative Arts,1005 - Graphic and Design Studies,100501 - Graphic Arts and Design Studies,Bachelor Honours Degree,208,145696.0,1200.0,146896.0
00917K,Western Sydney University,107744D,Bachelor of Occupational Therapy (Honours),06 - Health,0617 - Rehabilitation Therapies,061703 - Occupational Therapy,Bachelor Honours Degree,208,134432.0,1200.0,135632.0
00917K,Western Sydney University,108297C,Masters Qualifying Program with Business English (MQP),08 - Management and Commerce,0803 - Business and Management,"080399 - Business and Management, n.e.c.",Non AQF Award,26,8400.0,150.0,8550.0
00917K,Western Sydney University,108298B,Master of Artificial Intelligence (Research),02 - Information Technology,0201 - Computer Science,"020199 - Computer Science, n.e.c.",Masters Degree (Research),130,96306.0,750.0,97056.0
00917K,Western Sydney University,108310M,Master of Nursing Practice (Preregistration),06 - Health,0603 - Nursing,060301 - General Nursing,Masters Degree (Coursework),104,74919.0,600.0,75519.0
00917K,Western Sydney University,108409M,Bachelor of Arts/Bachelor of Laws (Honours),09 - Society and Culture,0909 - Law,"090900 - Law, n.f.d.",Bachelor Honours Degree,260,169800.0,1500.0,171300.0
00917K,Western Sydney University,108410G,Bachelor of Arts (Psychology)/Bachelor of Laws,09 - Society and Culture,0909 - Law,"090900 - Law, n.f.d.",Bachelor Degree,286,178290.0,1650.0,179940.0
00917K,Western Sydney University,108411F,Bachelor of Arts (Psychology)/Bachelor of Laws (Honours),09 - Society and Culture,0909 - Law,"090900 - Law, n.f.d.",Bachelor Honours Degree,286,178290.0,1650.0,179940.0
00917K,Western Sydney University,108412E,Bachelor of Laws (Graduate Entry) (Honours),09 - Society and Culture,0909 - Law,"090900 - Law, n.f.d.",Bachelor Honours Degree,156,101880.0,900.0,102780.0
00917K,Western Sydney University,108413D,Bachelor of Laws (Non-Graduate Entry) (Honours),09 - Society and Culture,0909 - Law,"090900 - Law, n.f.d.",Bachelor Honours Degree,208,135840.0,1200.0,137040.0
00917K,Western Sydney University,108414C,Bachelor of Social Science/Bachelor of Laws (Honours),09 - Society and Culture,0909 - Law,"090900 - Law, n.f.d.",Bachelor Honours Degree,260,169800.0,1500.0,171300.0
00917K,Western Sydney University,108415B,Bachelor of Science/Bachelor of Laws (Honours),09 - Society and Culture,0909 - Law,"090900 - Law, n.f.d.",Bachelor Honours Degree,260,169800.0,1500.0,171300.0
00917K,Western Sydney University,108420E,Bachelor of Communication/Bachelor of Laws (Honours),09 - Society and Culture,0909 - Law,"090900 - Law, n.f.d.",Bachelor Honours Degree,260,169800.0,1500.0,171300.0
00917K,Western Sydney University,108421D,Bachelor of International Studies/Bachelor of Laws (Honours),09 - Society and Culture,0909 - Law,"090900 - Law, n.f.d.",Bachelor Honours Degree,260,169800.0,1500.0,171300.0
00917K,Western Sydney University,108422C,Bachelor of Criminology/Bachelor of Laws (Honours),09 - Society and Culture,0909 - Law,"090900 - Law, n.f.d.",Bachelor Honours Degree,260,169800.0,1500.0,171300.0
00917K,Western Sydney University,108427J,Bachelor of Information and Communications Technology/Bachelor of Laws (Honours),09 - Society and Culture,0909 - Law,"090900 - Law, n.f.d.",Bachelor Honours Degree,260,169800.0,1500.0,171300.0
00917K,Western Sydney University,108428H,Bachelor of Construction Management Studies/Bachelor of Laws (Honours),09 - Society and Culture,0909 - Law,"090900 - Law, n.f.d.",Bachelor Honours Degree,260,169800.0,1500.0,171300.0
00917K,Western Sydney University,108429G,Bachelor of Accounting/ Bachelor of Laws (Honours),09 - Society and Culture,0909 - Law,"090900 - Law, n.f.d.",Bachelor Honours Degree,260,169800.0,1500.0,171300.0
00917K,Western Sydney University,108430C,Bachelor of Business/Bachelor of Laws (Honours),09 - Society and Culture,0909 - Law,"090900 - Law, n.f.d.",Bachelor Honours Degree,260,169800.0,1500.0,171300.0
00917K,Western Sydney University,108431B,Bachelor of Information Systems/Bachelor of Laws (Honours),09 - Society and Culture,0909 - Law,"090900 - Law, n.f.d.",Bachelor Honours Degree,260,169800.0,1500.0,171300.0
00917K,Western Sydney University,108432A,Bachelor of Information Systems Advanced/Bachelor of Laws (Honours),09 - Society and Culture,0909 - Law,"090900 - Law, n.f.d.",Bachelor Honours Degree,260,169800.0,1500.0,171300.0
00917K,Western Sydney University,108483A,Diploma in General Science (exit only),01 - Natural and Physical Sciences,0199 - Other Natural and Physical Sciences,"019999 - Natural and Physical Sciences, n.e.c.",Diploma,52,35280.0,300.0,35580.0
00917K,Western Sydney University,108484M,Bachelor of Health Science (Clinical Sciences) (exit only),06 - Health,0617 - Rehabilitation Therapies,061703 - Occupational Therapy,Bachelor Degree,156,100825.0,900.0,101725.0
00917K,Western Sydney University,108485K,Diploma in Laws (exit only),09 - Society and Culture,0909 - Law,"090900 - Law, n.f.d.",Diploma,52,33961.2,300.0,34261.2
00917K,Western Sydney University,108486J,Bachelor of Criminal and Community Justice/Bachelor of Laws (Honours),09 - Society and Culture,0909 - Law,"090999 - Law, n.e.c.",Bachelor Honours Degree,260,169800.0,1500.0,171300.0
00917K,Western Sydney University,108750J,Master of Construction Law,04 - Architecture and Building,0403 - Building,"040399 - Building, n.e.c.",Masters Degree (Coursework),52,36688.0,300.0,36988.0
00917K,Western Sydney University,108751H,Graduate Diploma in Construction Law (exit only),04 - Architecture and Building,0403 - Building,"040399 - Building, n.e.c.",Graduate Diploma,26,18344.0,150.0,18494.0
00917K,Western Sydney University,108752G,Bachelor of Clinical Science (Medicine) (Exit Only),06 - Health,0601 - Medical Studies,"060100 - Medical Studies, n.f.d.",Bachelor Degree,156,228360.0,900.0,229260.0
00917K,Western Sydney University,109090K,Master of Humanitarian and Development Studies,09 - Society and Culture,0903 - Studies in Human Society,"090399 - Studies in Human Society, n.e.c.",Masters Degree (Coursework),104,61920.0,600.0,62520.0
00917K,Western Sydney University,109098B,Master of Chinese Medicine,06 - Health,0619 - Complementary Therapies,061905 - Traditional Chinese Medicine,Masters Degree (Coursework),104,61920.0,600.0,62520.0
00917K,Western Sydney University,109242K,Graduate Certificate in Vertical Transportation,03 - Engineering and Related Technologies,0307 - Mechanical and Industrial Engineering and Technology,"030799 - Mechanical and Industrial Engineering and Technology, n.e.c.",Graduate Certificate,52,27516.0,300.0,27816.0
00917K,Western Sydney University,109243J,Bachelor of Tourism and Event Management,08 - Management and Commerce,0807 - Tourism,080701 - Tourism,Bachelor Degree,156,86784.0,900.0,87684.0
00917K,Western Sydney University,109244H,Associate Degree in Social Science (exit only),09 - Society and Culture,0903 - Studies in Human Society,"090300 - Studies in Human Society, n.f.d.",Associate Degree,104,57856.0,600.0,58456.0
00917K,Western Sydney University,109245G,Diploma in Social Science (exit only),09 - Society and Culture,0903 - Studies in Human Society,"090300 - Studies in Human Society, n.f.d.",Diploma,52,28929.6,300.0,29229.6
00917K,Western Sydney University,110149H,Graduate Diploma in Health Support (exit only),06 - Health,0603 - Nursing,060301 - General Nursing,Graduate Diploma,52,35256.0,300.0,35556.0
00917K,Western Sydney University,110150D,Graduate Certificate in Health Support (exit only),06 - Health,0603 - Nursing,060301 - General Nursing,Graduate Certificate,26,17628.0,150.0,17778.0
00917K,Western Sydney University,110167F,Associate Degree in Health Support (exit only),06 - Health,0603 - Nursing,060301 - General Nursing,Associate Degree,104,70512.0,600.0,71112.0
00917K,Western Sydney University,110168E,Diploma in Health Support (exit only),06 - Health,0603 - Nursing,060301 - General Nursing,Diploma,52,30962.4,300.0,31262.4
00917K,Western Sydney University,110869J,Bachelor of Education (Early Childhood),07 - Education,0701 - Teacher Education,070101 - Teacher Education: Early Childhood,Bachelor Degree,208,115712.0,1200.0,116912.0
00917K,Western Sydney University,110870E,Associate Degree in Early Years Education (Exit Only),07 - Education,0701 - Teacher Education,070101 - Teacher Education: Early Childhood,Associate Degree,104,57856.0,600.0,58456.0
00917K,Western Sydney University,110871D,"Master of Sustainable Tourism, Hospitality and Event Management",08 - Management and Commerce,0807 - Tourism,080701 - Tourism,Masters Degree (Coursework),104,61920.0,600.0,62520.0
00917K,Western Sydney University,110872C,"Graduate Diploma in Sustainable Tourism, Hospitality and Event Management (exit only)",08 - Management and Commerce,0807 - Tourism,080701 - Tourism,Graduate Diploma,52,30960.0,300.0,31260.0
00917K,Western Sydney University,110873B,"Graduate Certificate in Sustainable Tourism, Hospitality and Event Management",08 - Management and Commerce,0807 - Tourism,080701 - Tourism,Graduate Certificate,26,15480.0,150.0,15630.0
00917K,Western Sydney University,110874A,Bachelor of Information and Communications Technology (Health Information Management),02 - Information Technology,0203 - Information Systems,"020300 - Information Systems, n.f.d.",Bachelor Degree,156,102120.0,900.0,103020.0
00917K,Western Sydney University,110875M,Graduate Diploma in Information and Communications Technology,02 - Information Technology,0299 - Other Information Technology,"029999 - Information Technology, n.e.c.",Graduate Diploma,52,55032.0,300.0,55332.0
00917K,Western Sydney University,110876K,Graduate Certificate in Information and Communications Technology,02 - Information Technology,0299 - Other Information Technology,"029999 - Information Technology, n.e.c.",Graduate Certificate,26,36688.0,150.0,36838.0
00917K,Western Sydney University,110877J,Master of Information and Communications Technology / Master of Data Science,02 - Information Technology,0299 - Other Information Technology,"029999 - Information Technology, n.e.c.",Masters Degree (Coursework),156,110064.0,900.0,110964.0
00917K,Western Sydney University,110879G,Bachelor of Arts (Pathway to Teaching Early Childhood/Primary),09 - Society and Culture,0903 - Studies in Human Society,"090399 - Studies in Human Society, n.e.c.",Bachelor Degree,156,86784.0,900.0,87684.0
00917K,Western Sydney University,110880C,Bachelor of Health and Physical Education (Pathway to Teaching Secondary),06 - Health,0699 - Other Health,"069900 - Health, n.f.d.",Bachelor Degree,156,92880.0,900.0,93780.0
00917K,Western Sydney University,110881B,Bachelor of Health and Physical Education,06 - Health,0699 - Other Health,"069900 - Health, n.f.d.",Bachelor Degree,156,92880.0,900.0,93780.0
00917K,Western Sydney University,111250C,Master of Teaching (Early Childhood),07 - Education,0701 - Teacher Education,070101 - Teacher Education: Early Childhood,Masters Degree (Coursework),104,62432.0,600.0,63032.0
00917K,Western Sydney University,111601G,Bachelor of International Studies/Bachelor of Laws,09 - Society and Culture,0999 - Other Society and Culture,"099999 - Society and Culture, n.e.c.",Bachelor Degree,260,169800.0,1500.0,171300.0
00917K,Western Sydney University,111603E,Diploma in Arts/Bachelor of Arts (Pathway to Teaching Early Childhood/Primary),09 - Society and Culture,0999 - Other Society and Culture,"099999 - Society and Culture, n.e.c.",Bachelor Degree,156,86788.8,900.0,87688.8
00917K,Western Sydney University,111857E,Master of Project Management,08 - Management and Commerce,0803 - Business and Management,080315 - Project Management,Masters Degree (Coursework),104,73382.4,600.0,73982.4
00917K,Western Sydney University,111858D,Diploma in Social Science (Humanitarian and Development Studies) (exit only),09 - Society and Culture,0903 - Studies in Human Society,"090399 - Studies in Human Society, n.e.c.",Diploma,52,28929.6,300.0,29229.6
00917K,Western Sydney University,111859C,Master of Creative Music Therapy,10 - Creative Arts,1099 - Other Creative Arts,"109999 - Creative Arts, n.e.c.",Masters Degree (Coursework),104,47232.0,600.0,47832.0
00917K,Western Sydney University,112621F,Diploma in Arts Extended - Pathway to Teaching Early Childhood/Primary,07 - Education,0799 - Other Education,"079999 - Education, n.e.c.",Diploma,78,43394.4,450.0,43844.4
00917K,Western Sydney University,113137K,Master of Global Security and Justice,09 - Society and Culture,0999 - Other Society and Culture,099903 - Criminology,Masters Degree (Coursework),104,61920.0,600.0,62520.0
00917K,Western Sydney University,113510E,Graduate Certificate in Global Security and Justice (exit only),09 - Society and Culture,0999 - Other Society and Culture,099903 - Criminology,Graduate Certificate,26,18345.6,150.0,18495.6
00917K,Western Sydney University,113511D,Graduate Diploma in Global Security and Justice (exit only),09 - Society and Culture,0999 - Other Society and Culture,099903 - Criminology,Graduate Diploma,52,36691.2,300.0,36991.2
00917K,Western Sydney University,113851F,Bachelor of Engineering (Honours)/Bachelor of Business,08 - Management and Commerce,0803 - Business and Management,"080300 - Business and Management, n.f.d.",Bachelor Degree,286,200369.4,1650.0,202019.4
00917K,Western Sydney University,113852E,Associate Degree in Policing (exit only),09 - Society and Culture,0911 - Justice and Law Enforcement,091105 - Police Studies,Associate Degree,104,57859.2,600.0,58459.2
00917K,Western Sydney University,114846F,Bachelor of Youth Work,09 - Society and Culture,0905 - Human Welfare Studies and Services,090505 - Youth Work,Bachelor Degree,156,82656.0,900.0,83556.0
00917K,Western Sydney University,114847E,Associate Degree in Youth Studies (exit only),09 - Society and Culture,0905 - Human Welfare Studies and Services,090505 - Youth Work,Associate Degree,104,55104.0,600.0,55704.0
00917K,Western Sydney University,114848D,Diploma in Youth and Communities (exit only),09 - Society and Culture,0905 - Human Welfare Studies and Services,090505 - Youth Work,Diploma,52,27552.0,300.0,27852.0
00917K,Western Sydney University,114849C,Master of Data Engineering,02 - Information Technology,0201 - Computer Science,"020100 - Computer Science, n.f.d.",Masters Degree (Coursework),104,69888.0,600.0,70488.0
00917K,Western Sydney University,114850K,Bachelor of Communication/Bachelor of International Studies,10 - Creative Arts,1007 - Communication and Media Studies,"100799 - Communication and Media Studies, n.e.c.",Masters Degree (Coursework),208,115712.0,1200.0,116912.0
00917K,Western Sydney University,114851J,Graduate Diploma in Laws (exit only),09 - Society and Culture,0909 - Law,"090999 - Law, n.e.c.",Graduate Diploma,52,34944.0,300.0,35244.0
00917K,Western Sydney University,114981K,Bachelor of Education (Secondary),07 - Education,0701 - Teacher Education,070105 - Teacher Education: Secondary,Bachelor Degree,208,115712.0,1200.0,116912.0
00917K,Western Sydney University,114982J,Associate Degree in Educational Studies (Secondary) (Exit Only),07 - Education,0703 - Curriculum and Education Studies,070303 - Education Studies,Associate Degree,104,57856.0,600.0,58456.0
00917K,Western Sydney University,114983H,Diploma in Educational Studies (Secondary) (Exit Only),07 - Education,0703 - Curriculum and Education Studies,070303 - Education Studies,Diploma,52,28930.0,300.0,29230.0
00923A,Redlands College Ltd,009083G,Secondary Senior Years 11-12,12 - Mixed Field Programmes,1201 - General Education Programmes,120101 - General Primary and Secondary Education Programmes,Senior Secondary Certificate of Education,104,48300.0,4340.0,52640.0
00923A,Redlands College Ltd,082468G,Junior Secondary 7-10,12 - Mixed Field Programmes,1201 - General Education Programmes,120101 - General Primary and Secondary Education Programmes,Junior Secondary Studies,208,92900.0,6200.0,99100.0
00956C,Cass Training Pty Ltd,0101337,Diploma of Accounting,08 - Management and Commerce,0801 - Accounting,080101 - Accounting,Diploma,78,16200.0,0.0,16200.0
00956C,Cass Training Pty Ltd,0101338,Advanced Diploma of Accounting,08 - Management and Commerce,0801 - Accounting,080101 - Accounting,Advanced Diploma,78,16200.0,0.0,16200.0
00956C,Cass Training Pty Ltd,068574M,General English (Elementary to Advanced) (4 to 60 weeks),09 - Society and Culture,0915 - Language and Literature,091501 - ELICOS,Non AQF Award,60,,,21000.0
00956C,Cass Training Pty Ltd,068743K,English for Academic Purposes (Intermediate to Advanced) (2 to 12 weeks),09 - Society and Culture,0915 - Language and Literature,091501 - ELICOS,Non AQF Award,12,,,4200.0
00956C,Cass Training Pty Ltd,068744J,IELTS Preparation (Intermediate to Advanced) (4 to 20 weeks),09 - Society and Culture,0915 - Language and Literature,091501 - ELICOS,Non AQF Award,20,,,7000.0
00956C,Cass Training Pty Ltd,070883B,Real English (Advanced) (1 to 12 weeks),09 - Society and Culture,0915 - Language and Literature,091501 - ELICOS,Non AQF Award,12,,,4200.0
00956C,Cass Training Pty Ltd,093858B,Cambridge English: Advanced,09 - Society and Culture,0915 - Language and Literature,091501 - ELICOS,Non AQF Award,12,5220.0,0.0,5220.0
00956C,Cass Training Pty Ltd,093859A,Cambridge English: First (FCE),09 - Society and Culture,0915 - Language and Literature,091501 - ELICOS,Non AQF Award,12,5220.0,0.0,5220.0
00956C,Cass Training Pty Ltd,103940K,Certificate IV in Leadership and Management,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,Certificate IV,52,10800.0,0.0,10800.0
00956C,Cass Training Pty Ltd,104127J,Diploma of Leadership and Management,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,Diploma,78,16200.0,0.0,16200.0
00956C,Cass Training Pty Ltd,107838J,Certificate III in Business,08 - Management and Commerce,0809 - Office Studies,"080999 - Office Studies, n.e.c.",Certificate III,52,10800.0,500.0,11300.0
00956C,Cass Training Pty Ltd,107839H,Certificate IV in Marketing and Communication,08 - Management and Commerce,0805 - Sales and Marketing,"080599 - Sales and Marketing, n.e.c.",Certificate IV,52,10800.0,500.0,11300.0
00956C,Cass Training Pty Ltd,107840D,Diploma of Marketing and Communication,08 - Management and Commerce,0805 - Sales and Marketing,"080599 - Sales and Marketing, n.e.c.",Diploma,78,16200.0,500.0,16700.0
00956C,Cass Training Pty Ltd,107841C,Advanced Diploma of Marketing and Communication,08 - Management and Commerce,0805 - Sales and Marketing,080505 - Marketing,Advanced Diploma,104,21600.0,500.0,22100.0
00956C,Cass Training Pty Ltd,107842B,Graduate Diploma of Management (Learning),07 - Education,0701 - Teacher Education,"070100 - Teacher Education, n.f.c.",Graduate Diploma,104,36000.0,500.0,36500.0
00956C,Cass Training Pty Ltd,107843A,Advanced Diploma of Leadership and Management,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,Advanced Diploma,104,21600.0,500.0,22100.0
00956C,Cass Training Pty Ltd,107844M,Diploma of Business,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,Diploma,52,10800.0,500.0,11300.0
00956C,Cass Training Pty Ltd,107845K,Certificate IV in Business,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,Certificate IV,52,10800.0,500.0,11300.0
00956C,Cass Training Pty Ltd,109955K,Certificate IV in Accounting and Bookkeeping,08 - Management and Commerce,0801 - Accounting,080101 - Accounting,Certificate IV,52,10800.0,0.0,10800.0
00956C,Cass Training Pty Ltd,113016H,Advanced Diploma of Information Technology,02 - Information Technology,0203 - Information Systems,"020399 - Information Systems, n.e.c.",Advanced Diploma,104,32000.0,500.0,32500.0
00956C,Cass Training Pty Ltd,113017G,Diploma of Information Technology,02 - Information Technology,0203 - Information Systems,"020399 - Information Systems, n.e.c.",Diploma,78,24000.0,500.0,24500.0
00956C,Cass Training Pty Ltd,113018F,Advanced Diploma of Accounting,08 - Management and Commerce,0801 - Accounting,080101 - Accounting,Advanced Diploma,78,24000.0,500.0,24500.0
00956C,Cass Training Pty Ltd,113019E,Diploma of Accounting,08 - Management and Commerce,0801 - Accounting,080101 - Accounting,Diploma,78,24000.0,500.0,24500.0
00956C,Cass Training Pty Ltd,113020A,Diploma of Building and Construction (Management),04 - Architecture and Building,0403 - Building,"040300 - Building, n.f.d.",Diploma,78,24000.0,500.0,24500.0
00956C,Cass Training Pty Ltd,113021M,Certificate IV in Building and Construction,04 - Architecture and Building,0403 - Building,"040300 - Building, n.f.d.",Certificate IV,78,24000.0,500.0,24500.0
00958A,Alphacrucis University College Limited,0102071,Associate Degree in Business,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,Associate Degree,104,36800.0,200.0,37000.0
00958A,Alphacrucis University College Limited,0102072,Bachelor of Business and Bachelor of Ministry,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,Bachelor Degree,208,101760.0,200.0,101960.0
00958A,Alphacrucis University College Limited,0102073,Graduate Diploma of Leadership,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,Graduate Diploma,52,25600.0,200.0,25800.0
00958A,Alphacrucis University College Limited,0102074,Bachelor of Business and Bachelor of Theology,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,Bachelor Degree,208,101760.0,200.0,101960.0
00958A,Alphacrucis University College Limited,068422E,Bachelor of Ministry,09 - Society and Culture,0917 - Philosophy and Religious Studies,091703 - Religious Studies,Bachelor Degree,156,59280.0,200.0,59480.0
00958A,Alphacrucis University College Limited,073124F,Master of Teaching (Primary),07 - Education,0701 - Teacher Education,070103 - Teacher Education: Primary,Masters Degree (Coursework),104,43840.0,200.0,44040.0
00958A,Alphacrucis University College Limited,074202M,Bachelor of Applied Theology (Korean),09 - Society and Culture,0903 - Studies in Human Society,090305 - History,Bachelor Degree,156,0.0,0.0,37200.0
00958A,Alphacrucis University College Limited,080051D,Bachelor of Theology,09 - Society and Culture,0917 - Philosophy and Religious Studies,091703 - Religious Studies,Bachelor Degree,156,59280.0,200.0,59480.0
00958A,Alphacrucis University College Limited,080052C,Master of Theology,09 - Society and Culture,0917 - Philosophy and Religious Studies,091703 - Religious Studies,Masters Degree (Coursework),78,38340.0,200.0,38540.0
00958A,Alphacrucis University College Limited,080053B,Bachelor of Business,09 - Society and Culture,0917 - Philosophy and Religious Studies,091703 - Religious Studies,Bachelor Degree,156,57840.0,200.0,58040.0
00958A,Alphacrucis University College Limited,080055M,Bachelor of Business/Bachelor of Ministry,09 - Society and Culture,0917 - Philosophy and Religious Studies,091703 - Religious Studies,Bachelor Degree,46,101760.0,200.0,101960.0
00958A,Alphacrucis University College Limited,080056K,Associate Degree in Ministry,09 - Society and Culture,0917 - Philosophy and Religious Studies,091703 - Religious Studies,Associate Degree,104,39520.0,200.0,39720.0
00958A,Alphacrucis University College Limited,084480F,Doctor of Ministry,09 - Society and Culture,0917 - Philosophy and Religious Studies,091703 - Religious Studies,Doctoral Degree,156,68880.0,200.0,69080.0
00958A,Alphacrucis University College Limited,084481E,Master of Leadership,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,Masters Degree (Coursework),78,38400.0,200.0,38600.0
00958A,Alphacrucis University College Limited,084482D,Graduate Certificate in Leadership,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,Graduate Certificate,26,12800.0,200.0,13000.0
00958A,Alphacrucis University College Limited,084483C,Master of Arts,09 - Society and Culture,0917 - Philosophy and Religious Studies,091703 - Religious Studies,Masters Degree (Coursework),78,38400.0,200.0,38600.0
00958A,Alphacrucis University College Limited,084484B,Graduate Diploma in Arts,09 - Society and Culture,0917 - Philosophy and Religious Studies,091703 - Religious Studies,Graduate Diploma,52,25600.0,200.0,25800.0
00958A,Alphacrucis University College Limited,084485A,Graduate Certificate in Arts,09 - Society and Culture,0917 - Philosophy and Religious Studies,091703 - Religious Studies,Graduate Certificate,26,12800.0,200.0,13000.0
00958A,Alphacrucis University College Limited,089240D,Diploma of Arts,07 - Education,0701 - Teacher Education,070103 - Teacher Education: Primary,Diploma,52,19760.0,200.0,19960.0
00958A,Alphacrucis University College Limited,089241C,Bachelor of Education (Primary),07 - Education,0701 - Teacher Education,070103 - Teacher Education: Primary,Bachelor Degree,208,97920.0,200.0,98120.0
00958A,Alphacrucis University College Limited,089242B,Master of Teaching (Secondary),07 - Education,0701 - Teacher Education,070105 - Teacher Education: Secondary,Masters Degree (Coursework),104,43840.0,200.0,44040.0
00958A,Alphacrucis University College Limited,089243A,Master of Philosophy,09 - Society and Culture,0917 - Philosophy and Religious Studies,091703 - Religious Studies,Masters Degree (Research),78,34440.0,200.0,34640.0
00958A,Alphacrucis University College Limited,089244M,Doctor of Philosophy,09 - Society and Culture,0917 - Philosophy and Religious Studies,091703 - Religious Studies,Doctoral Degree,156,68880.0,200.0,69080.0
00958A,Alphacrucis University College Limited,093683J,Bachelor of Applied Social Science,09 - Society and Culture,0905 - Human Welfare Studies and Services,090513 - Counselling,Bachelor Degree,156,74400.0,200.0,74600.0
00958A,Alphacrucis University College Limited,093684G,Graduate Diploma of Applied Social Science,09 - Society and Culture,0905 - Human Welfare Studies and Services,090513 - Counselling,Graduate Diploma,52,25600.0,200.0,25800.0
00958A,Alphacrucis University College Limited,094094M,Diploma of Business,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,Diploma,52,12240.0,200.0,12440.0
00958A,Alphacrucis University College Limited,094095K,Diploma of Chaplaincy,09 - Society and Culture,0917 - Philosophy and Religious Studies,091703 - Religious Studies,Diploma,52,12560.0,200.0,12760.0
00958A,Alphacrucis University College Limited,094096J,Diploma of Ministry,09 - Society and Culture,0917 - Philosophy and Religious Studies,091703 - Religious Studies,Diploma,52,13840.0,200.0,14040.0
00958A,Alphacrucis University College Limited,094097G,Diploma of Leadership,09 - Society and Culture,0917 - Philosophy and Religious Studies,091703 - Religious Studies,Diploma,52,13840.0,200.0,14040.0
00958A,Alphacrucis University College Limited,096646A,Diploma of Counselling,09 - Society and Culture,0905 - Human Welfare Studies and Services,090513 - Counselling,Diploma,72,9690.0,0.0,9690.0
00958A,Alphacrucis University College Limited,096647M,Graduate Diploma of Relationship Counselling,09 - Society and Culture,0905 - Human Welfare Studies and Services,090513 - Counselling,Graduate Diploma,46,7810.0,0.0,7810.0
