institution_id,institution_name,course_id,course_name,foe1_broad_field,foe1_narrow_field,foe1_detailed_field,course_level,course_duration,tuition_fee,non_tuition_fee,total_course_cost
00002J,Macquarie University (Macquarie),067848J,Bachelor of Biodiversity and Conservation,"05 - Agriculture, Environmental and Related Studies",0509 - Environmental Studies,"050901 - Land, Parks and Wildlife Management",Bachelor Degree,156,131300.0,1053.0,132353.0
00002J,Macquarie University (Macquarie),067850D,Bachelor of Business Administration with the degree of Bachelor of Commerce - Professional Accounting,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,Bachelor Degree,208,184000.0,1404.0,185404.0
00002J,Macquarie University (Macquarie),067851C,Bachelor of Commerce - Professional Accounting,08 - Management and Commerce,0801 - Accounting,080101 - Accounting,Bachelor Degree,156,135200.0,1053.0,136253.0
00002J,Macquarie University (Macquarie),067856J,Bachelor of Commerce with the degree of Bachelor of Science,12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",Bachelor Degree,208,184000.0,1404.0,185404.0
00002J,Macquarie University (Macquarie),067858G,Bachelor of Environment,"05 - Agriculture, Environmental and Related Studies",0509 - Environmental Studies,"050900 - Environmental Studies, n.f.d.",Bachelor Degree,156,131300.0,1053.0,132353.0
00002J,Macquarie University (Macquarie),067866G,Bachelor of Business Administration with the degree of Bachelor of Arts,12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",Bachelor Degree,208,184000.0,1404.0,185404.0
00002J,Macquarie University (Macquarie),068544F,Master of Management General Exchange Program,12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",Non AQF Award,13,,,0.0
00002J,Macquarie University (Macquarie),070063E,Doctor of Philosophy (Human Sciences - Mid Cost),12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",Doctoral Degree,156,145000.0,0.0,145000.0
00002J,Macquarie University (Macquarie),070064D,Master of Philosophy (Human Sciences - Mid Cost),12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",Masters Degree (Research),104,94700.0,0.0,94700.0
00002J,Macquarie University (Macquarie),070505F,Master of Advanced Medicine,06 - Health,0601 - Medical Studies,"060199 - Medical Studies, n.e.c.",Masters Degree (Coursework),52,20000.0,0.0,20000.0
00002J,Macquarie University (Macquarie),072063M,Bachelor of Arts - Media,09 - Society and Culture,0999 - Other Society and Culture,"099999 - Society and Culture, n.e.c.",Bachelor Degree,156,128300.0,1053.0,129353.0
00002J,Macquarie University (Macquarie),074754A,Bachelor of Marketing and Media,08 - Management and Commerce,0805 - Sales and Marketing,080505 - Marketing,Bachelor Degree,156,135200.0,1053.0,136253.0
00002J,Macquarie University (Macquarie),075047J,Bachelor of Arts with the degree of Bachelor of Education (Primary),09 - Society and Culture,0903 - Studies in Human Society,"090399 - Studies in Human Society, n.e.c.",Bachelor Degree,208,154600.0,1404.0,156004.0
00002J,Macquarie University (Macquarie),075265K,Doctor of Physiotherapy,06 - Health,0617 - Rehabilitation Therapies,061701 - Physiotherapy,Masters Degree (Extended),156,181900.0,1053.0,182953.0
00002J,Macquarie University (Macquarie),077336F,Doctor of Advanced Surgery,06 - Health,0601 - Medical Studies,060103 - Surgery,Doctoral Degree,156,0.0,0.0,118856.0
00002J,Macquarie University (Macquarie),077583B,Master of Medical Practice,06 - Health,0601 - Medical Studies,"060199 - Medical Studies, n.e.c.",Masters Degree (Coursework),52,0.0,0.0,39776.0
00002J,Macquarie University (Macquarie),077685G,Master of Advanced Professional Accounting,08 - Management and Commerce,0801 - Accounting,080101 - Accounting,Masters Degree (Coursework),78,65750.0,526.5,66276.5
00002J,Macquarie University (Macquarie),078005F,Bachelor of Commerce with the degree of Bachelor of Arts - Psychology,08 - Management and Commerce,0899 - Other Management and Commerce,"089999 - Management and Commerce, n.e.c.",Bachelor Degree,208,184000.0,1404.0,185404.0
00002J,Macquarie University (Macquarie),078627J,Master of Clinical Sciences,06 - Health,0601 - Medical Studies,"060199 - Medical Studies, n.e.c.",Masters Degree (Coursework),104,0.0,0.0,104064.0
00002J,Macquarie University (Macquarie),078628G,Doctor of Clinical Practice,06 - Health,0601 - Medical Studies,"060199 - Medical Studies, n.e.c.",Masters Degree (Coursework),156,0.0,0.0,157632.0
00002J,Macquarie University (Macquarie),079199E,Master of International Public Diplomacy,09 - Society and Culture,0901 - Political Science and Policy Studies ,090103 - Policy Studies,Masters Degree (Coursework),78,64550.0,526.5,65076.5
00002J,Macquarie University (Macquarie),079304J,Bachelor of Business Administration with the degree of Bachelor of Psychology (Honours),08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,Bachelor Honours Degree,260,182250.0,1515.0,183765.0
00002J,Macquarie University (Macquarie),079305G,Bachelor of Commerce with the degree of Bachelor of Psychology (Honours),08 - Management and Commerce,0801 - Accounting,080101 - Accounting,Bachelor Honours Degree,260,182250.0,1515.0,183765.0
00002J,Macquarie University (Macquarie),079306G,Bachelor of Business Analytics,02 - Information Technology,0203 - Information Systems,020307 - Decision Support Systems,Bachelor Degree,156,135200.0,1053.0,136253.0
00002J,Macquarie University (Macquarie),079307F,Bachelor of Business Leadership and Commerce,08 - Management and Commerce,0899 - Other Management and Commerce,"089999 - Management and Commerce, n.e.c.",Bachelor Degree,208,145800.0,1212.0,147012.0
00002J,Macquarie University (Macquarie),079539A,Juris Doctor,09 - Society and Culture,0909 - Law,"090900 - Law, n.f.d.",Masters Degree (Extended),156,139400.0,1053.0,140453.0
00002J,Macquarie University (Macquarie),079889A,Bachelor of Arts - Psychology with the degree of Bachelor of Education (Primary),09 - Society and Culture,0907 - Behavioural Science,090701 - Psychology,Bachelor Degree,208,120000.0,1212.0,121212.0
00002J,Macquarie University (Macquarie),079890G,Bachelor of Psychology (Honours) with the degree of Bachelor of Laws,09 - Society and Culture,0907 - Behavioural Science,090701 - Psychology,Bachelor Honours Degree,312,239400.0,1818.0,241218.0
00002J,Macquarie University (Macquarie),079891G,Bachelor of Ancient History,09 - Society and Culture,0903 - Studies in Human Society,090305 - History,Bachelor Degree,156,118700.0,1053.0,119753.0
00002J,Macquarie University (Macquarie),080284J,Master of Data Science,02 - Information Technology,0201 - Computer Science,020119 - Artificial Intelligence,Masters Degree (Coursework),104,87100.0,702.0,87802.0
00002J,Macquarie University (Macquarie),080285G,Bachelor of Human Sciences,06 - Health,0699 - Other Health,069903 - Human Movement,Bachelor Degree,156,131600.0,1053.0,132653.0
00002J,Macquarie University (Macquarie),080286G,Bachelor of Global Business,08 - Management and Commerce,0803 - Business and Management,080311 - International Business,Bachelor Degree,156,135200.0,1053.0,136253.0
00002J,Macquarie University (Macquarie),080287F,Bachelor of Education (Secondary),07 - Education,0701 - Teacher Education,070105 - Teacher Education: Secondary,Bachelor Degree,104,74200.0,702.0,74902.0
00002J,Macquarie University (Macquarie),080288E,Bachelor of Laws,09 - Society and Culture,0909 - Law,"090900 - Law, n.f.d.",Bachelor Degree,208,189700.0,1404.0,191104.0
00002J,Macquarie University (Macquarie),081340J,Bachelor of Science with the degree of Bachelor of Education (Secondary),01 - Natural and Physical Sciences,0101 - Mathematical Sciences,010101 - Mathematics,Bachelor Degree,208,154600.0,1404.0,156004.0
00002J,Macquarie University (Macquarie),081342G,Bachelor of Arts with the degree of  Bachelor of Education (Secondary),09 - Society and Culture,0903 - Studies in Human Society,"090399 - Studies in Human Society, n.e.c.",Bachelor Degree,208,120000.0,1212.0,121212.0
00002J,Macquarie University (Macquarie),081724D,Doctor of Advanced Medicine,06 - Health,0601 - Medical Studies,"060199 - Medical Studies, n.e.c.",Doctoral Degree,156,0.0,0.0,118856.0
00002J,Macquarie University (Macquarie),083010M,Graduate Certificate of TESOL,07 - Education,0701 - Teacher Education,070115 - English as a Second Language Teaching,Graduate Certificate,26,18800.0,175.5,18975.5
00002J,Macquarie University (Macquarie),083740K,Bachelor of Archaeology,09 - Society and Culture,0903 - Studies in Human Society,090307 - Archaeology,Bachelor Degree,156,118700.0,1053.0,119753.0
00002J,Macquarie University (Macquarie),083741J,Bachelor of Arts - Psychology with the degree of Bachelor of Human Sciences,09 - Society and Culture,0907 - Behavioural Science,090701 - Psychology,Bachelor Degree,208,154600.0,1404.0,156004.0
00002J,Macquarie University (Macquarie),083742G,Bachelor of Hellenic Studies,09 - Society and Culture,0915 - Language and Literature,091515 - Eastern Asian Languages,Bachelor Degree,156,104400.0,909.0,105309.0
00002J,Macquarie University (Macquarie),083743G,Bachelor of Psychology (Honours) with the degree of Bachelor of Human Sciences,09 - Society and Culture,0907 - Behavioural Science,090701 - Psychology,Bachelor Honours Degree,260,249700.0,1755.0,251455.0
00002J,Macquarie University (Macquarie),083744F,Bachelor of Security Studies,02 - Information Technology,0299 - Other Information Technology,029901 - Security Science,Bachelor Degree,156,131600.0,1053.0,132653.0
00002J,Macquarie University (Macquarie),083745E,Bachelor of Teaching (Early Childhood Education),07 - Education,0701 - Teacher Education,070101 - Teacher Education: Early Childhood,Bachelor Degree,208,154600.0,1404.0,156004.0
00002J,Macquarie University (Macquarie),083746D,Doctor of Medical Science,01 - Natural and Physical Sciences,0199 - Other Natural and Physical Sciences,019901 - Medical Science,Masters Degree (Coursework),156,0.0,0.0,99264.0
00002J,Macquarie University (Macquarie),083747C,Graduate Certificate of Early Childhood,07 - Education,0701 - Teacher Education,070101 - Teacher Education: Early Childhood,Graduate Certificate,26,17900.0,175.5,18075.5
00002J,Macquarie University (Macquarie),083748B,Graduate Certificate of Environment,"05 - Agriculture, Environmental and Related Studies",0509 - Environmental Studies,"050999 - Environmental Studies, n.e.c.",Graduate Certificate,26,21600.0,175.5,21775.5
00002J,Macquarie University (Macquarie),083750G,Graduate Certificate of Development Studies and Global Health,06 - Health,0613 - Public Health,"061399 - Public Health, n.e.c.",Graduate Certificate,26,18000.0,151.5,18151.5
00002J,Macquarie University (Macquarie),083754D,Graduate Certificate of Laws,09 - Society and Culture,0909 - Law,"090900 - Law, n.f.d.",Graduate Certificate,26,21200.0,175.5,21375.5
00002J,Macquarie University (Macquarie),083755C,Graduate Certificate of Management,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,Graduate Certificate,26,22900.0,175.5,23075.5
00002J,Macquarie University (Macquarie),083757A,Graduate Certificate of Politics and Public Policy,09 - Society and Culture,0901 - Political Science and Policy Studies ,090103 - Policy Studies,Graduate Certificate,26,15500.0,151.5,15651.5
00002J,Macquarie University (Macquarie),083758M,Graduate Certificate of Social Entrepreneurship,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,Graduate Certificate,26,18000.0,150.0,18150.0
00002J,Macquarie University (Macquarie),083759K,Graduate Diploma of Applied Statistics,01 - Natural and Physical Sciences,0101 - Mathematical Sciences,010103 - Statistics,Graduate Diploma,52,45400.0,351.0,45751.0
00002J,Macquarie University (Macquarie),083760F,Graduate Diploma of Environment,"05 - Agriculture, Environmental and Related Studies",0509 - Environmental Studies,"050900 - Environmental Studies, n.f.d.",Graduate Diploma,52,43200.0,351.0,43551.0
00002J,Macquarie University (Macquarie),083762D,Graduate Diploma of Laboratory Quality Analysis and Management,01 - Natural and Physical Sciences,0199 - Other Natural and Physical Sciences,019909 - Laboratory Technology,Graduate Diploma,52,38600.0,303.0,38903.0
00002J,Macquarie University (Macquarie),083763C,Graduate Diploma of Laws,09 - Society and Culture,0909 - Law,"090900 - Law, n.f.d.",Graduate Diploma,52,36000.0,303.0,36303.0
00002J,Macquarie University (Macquarie),083764B,Graduate Diploma of Management,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,Graduate Diploma,52,45900.0,351.0,46251.0
00002J,Macquarie University (Macquarie),083766M,Graduate Diploma of Politics and Public Policy,09 - Society and Culture,0901 - Political Science and Policy Studies ,090103 - Policy Studies,Graduate Diploma,52,31000.0,303.0,31303.0
00002J,Macquarie University (Macquarie),083767K,Graduate Diploma of Social Impact Assessment,09 - Society and Culture,0903 - Studies in Human Society,090309 - Human Geography,Graduate Diploma,52,36000.0,303.0,36303.0
00002J,Macquarie University (Macquarie),083768J,Graduate Diploma of Specialised Medicine,06 - Health,0601 - Medical Studies,"060100 - Medical Studies, n.f.d.",Graduate Diploma,26,0.0,0.0,17690.0
00002J,Macquarie University (Macquarie),083769G,Graduate Diploma of Specialised Surgery,06 - Health,0601 - Medical Studies,060103 - Surgery,Graduate Diploma,26,0.0,0.0,17690.0
00002J,Macquarie University (Macquarie),083771C,Graduate Diploma of Translating and Interpreting,09 - Society and Culture,0915 - Language and Literature,091519 - Translating and Interpreting,Graduate Diploma,52,37500.0,351.0,37851.0
00002J,Macquarie University (Macquarie),083773A,Master of Accounting (Professional),08 - Management and Commerce,0801 - Accounting,080101 - Accounting,Masters Degree (Coursework),104,88300.0,702.0,89002.0
00002J,Macquarie University (Macquarie),083775K,Master of Actuarial Practice,08 - Management and Commerce,"0811 - Banking, Finance and Related Fields",081103 - Insurance and Actuarial Studies,Masters Degree (Coursework),104,88300.0,702.0,89002.0
